Día,Atacante,Concello conquistado,Pertenecía a
2001,Viana,Pontevedra,Viana
2002,Ortegal,Terra De Caldelas,Ortegal
2003,Viana,O Sar,Viana
2004,Ortegal,Ourense,Ortegal
2005,Viana,Terra De Lemos,Viana
2006,Viana,Barbanza,Viana
2007,A Mariña Oriental,Santiago,A Mariña Oriental
2008,Viana,Caldas,Viana
2009,Ortegal,A Limia,Ortegal
2010,Viana,Lugo,Viana
2011,Ortegal,Valdeorras,Ortegal
2012,Fisterra,A Limia,Fisterra
2013,A Mariña Oriental,Terra Chá,A Mariña Oriental
2014,Ortegal,Os Ancares,Ortegal
2015,Fisterra,Allariz-Maceda,Fisterra
2016,O Salnés,Lugo,O Salnés
2017,O Salnés,Betanzos,O Salnés
2018,Ortegal,Baixa Limia,Ortegal
2019,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2020,Viana,Ourense,Viana
2021,Fisterra,Terra De Celanova,Fisterra
2022,A Mariña Oriental,Noia,A Mariña Oriental
2023,Ortegal,Sarria,Ortegal
2024,Ortegal,Chantada,Ortegal
2025,O Salnés,A Coruña,O Salnés
2026,O Salnés,Os Ancares,O Salnés
2027,A Mariña Oriental,Fisterra,A Mariña Oriental
2028,O Salnés,A Fonsagrada,O Salnés
2029,Ortegal,Terra De Lemos,Ortegal
2030,Fisterra,Terra De Caldelas,Fisterra
2031,Viana,Noia,Viana
2032,Viana,Muros,Viana
2033,Ortegal,Terra De Caldelas,Ortegal
2034,O Salnés,Terra Chá,O Salnés
2035,Fisterra,Verín,Fisterra
2036,A Mariña Oriental,Muros,A Mariña Oriental
2037,O Salnés,Chantada,O Salnés
2038,A Mariña Oriental,Noia,A Mariña Oriental
2039,O Salnés,Meira,O Salnés
2040,Fisterra,Terra De Caldelas,Fisterra
2041,Fisterra,Baixa Limia,Fisterra
2042,O Salnés,Pontevedra,O Salnés
2043,Ortegal,Terra De Caldelas,Ortegal
2044,Fisterra,Ourense,Fisterra
2045,Ortegal,Allariz-Maceda,Ortegal
2046,Ortegal,Os Ancares,Ortegal
2047,Ortegal,Lugo,Ortegal
2048,Viana,Pontevedra,Viana
2049,Fisterra,Terra De Trives,Fisterra
2050,O Salnés,Ordes,O Salnés
2051,Ortegal,Terra De Trives,Ortegal
2052,A Mariña Oriental,O Sar,A Mariña Oriental
2053,O Salnés,Lugo,O Salnés
2054,O Salnés,Os Ancares,O Salnés
2055,Viana,Noia,Viana
2056,A Mariña Oriental,Terra Chá,A Mariña Oriental
2057,A Mariña Oriental,Ordes,A Mariña Oriental
2058,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2059,O Salnés,Ordes,O Salnés
2060,Ortegal,Ourense,Ortegal
2061,O Salnés,Sarria,O Salnés
2062,Viana,O Sar,Viana
2063,A Mariña Oriental,Lugo,A Mariña Oriental
2064,Ortegal,O Carballiño,Ortegal
2065,A Mariña Oriental,Deza,A Mariña Oriental
2066,Fisterra,A Paradanta,Fisterra
2067,O Salnés,A Mariña Occidental,O Salnés
2068,Viana,O Carballiño,Viana
2069,Ortegal,Chantada,Ortegal
2070,Ortegal,Verín,Ortegal
2071,Viana,Muros,Viana
2072,O Salnés,Lugo,O Salnés
2073,A Mariña Oriental,Betanzos,A Mariña Oriental
2074,O Salnés,A Mariña Oriental,O Salnés
2075,A Mariña Oriental,Ordes,A Mariña Oriental
2076,Ortegal,Terra De Celanova,Ortegal
2077,Viana,A Paradanta,Viana
2078,Viana,Santiago,Viana
2079,Ortegal,Sarria,Ortegal
2080,Fisterra,Terra De Caldelas,Fisterra
2081,A Mariña Oriental,A Mariña Occidental,A Mariña Oriental
2082,Fisterra,Terra De Celanova,Fisterra
2083,Fisterra,Terra De Trives,Fisterra
2084,A Mariña Oriental,O Sar,A Mariña Oriental
2085,A Mariña Oriental,Noia,A Mariña Oriental
2086,O Salnés,A Mariña Central,O Salnés
2087,Fisterra,Terra De Lemos,Fisterra
2088,Viana,Ordes,Viana
2089,Fisterra,Quiroga,Fisterra
2090,O Salnés,Ordes,O Salnés
2091,Viana,Deza,Viana
2092,Viana,Chantada,Viana
2093,Viana,Noia,Viana
2094,O Salnés,Terra Chá,O Salnés
2095,Fisterra,Allariz-Maceda,Fisterra
2096,Fisterra,Ourense,Fisterra
2097,Ortegal,Quiroga,Ortegal
2098,Ortegal,Terra De Caldelas,Ortegal
2099,Viana,Tabeirós-Terra De Montes,Viana
2100,O Salnés,Xallas,O Salnés
2101,A Mariña Oriental,Caldas,A Mariña Oriental
2102,O Salnés,Sarria,O Salnés
2103,Viana,Ourense,Viana
2104,Ortegal,Allariz-Maceda,Ortegal
2105,O Salnés,Noia,O Salnés
2106,Fisterra,Verín,Fisterra
2107,A Mariña Oriental,Deza,A Mariña Oriental
2108,Fisterra,Terra De Caldelas,Fisterra
2109,Fisterra,Viana,Fisterra
2110,A Mariña Oriental,Santiago,A Mariña Oriental
2111,Ortegal,Terra De Celanova,Ortegal
2112,Ortegal,Terra De Caldelas,Ortegal
2113,Viana,Xallas,Viana
2114,A Mariña Oriental,Meira,A Mariña Oriental
2115,Ortegal,Sarria,Ortegal
2116,Fisterra,Allariz-Maceda,Fisterra
2117,Ortegal,Allariz-Maceda,Ortegal
2118,Viana,Deza,Viana
2119,Viana,Ordes,Viana
2120,A Mariña Oriental,Xallas,A Mariña Oriental
2121,Ortegal,Terra De Lemos,Ortegal
2122,A Mariña Oriental,Noia,A Mariña Oriental
2123,Fisterra,Valdeorras,Fisterra
2124,A Mariña Oriental,A Mariña Central,A Mariña Oriental
2125,O Salnés,Deza,O Salnés
2126,O Salnés,Terra De Melide,O Salnés
2127,A Mariña Oriental,Muros,A Mariña Oriental
2128,Fisterra,Terra De Celanova,Fisterra
2129,Fisterra,Ourense,Fisterra
2130,Viana,Deza,Viana
2131,A Mariña Oriental,Ordes,A Mariña Oriental
2132,Viana,Terra De Melide,Viana
2133,Ortegal,Verín,Ortegal
2134,Fisterra,Allariz-Maceda,Fisterra
2135,O Salnés,Ordes,O Salnés
2136,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2137,O Salnés,Terra De Melide,O Salnés
2138,Ortegal,Valdeorras,Ortegal
2139,Viana,Terra De Lemos,Viana
2140,A Mariña Oriental,Terra Chá,A Mariña Oriental
2141,Fisterra,Terra De Caldelas,Fisterra
2142,Viana,Ourense,Viana
2143,Viana,Caldas,Viana
2144,Ortegal,Lugo,Ortegal
2145,A Mariña Oriental,Pontevedra,A Mariña Oriental
2146,Fisterra,Valdeorras,Fisterra
2147,Viana,Terra De Celanova,Viana
2148,A Mariña Oriental,Barbanza,A Mariña Oriental
2149,A Mariña Oriental,O Morrazo,A Mariña Oriental
2150,Viana,Allariz-Maceda,Viana
2151,Viana,Sarria,Viana
2152,Viana,Santiago,Viana
2153,A Mariña Oriental,O Carballiño,A Mariña Oriental
2154,A Mariña Oriental,Caldas,A Mariña Oriental
2155,O Salnés,Arzúa,O Salnés
2156,Viana,Lugo,Viana
2157,A Mariña Oriental,Chantada,A Mariña Oriental
2158,Viana,Noia,Viana
2159,Viana,Baixa Limia,Viana
2160,Fisterra,Verín,Fisterra
2161,O Salnés,Meira,O Salnés
2162,Viana,Xallas,Viana
2163,A Mariña Oriental,Noia,A Mariña Oriental
2164,O Salnés,Bergantiños,O Salnés
2165,Ortegal,Sarria,Ortegal
2166,O Salnés,Santiago,O Salnés
2167,Viana,Pontevedra,Viana
2168,O Salnés,Deza,O Salnés
2169,Viana,Sarria,Viana
2170,A Mariña Oriental,Terra De Lemos,A Mariña Oriental
2171,A Mariña Oriental,Sarria,A Mariña Oriental
2172,Viana,Santiago,Viana
2173,Fisterra,Quiroga,Fisterra
2174,Viana,Sarria,Viana
2175,A Mariña Oriental,Deza,A Mariña Oriental
2176,Viana,Quiroga,Viana
2177,A Mariña Oriental,Bergantiños,A Mariña Oriental
2178,O Salnés,Lugo,O Salnés
2179,O Salnés,Santiago,O Salnés
2180,Viana,Valdeorras,Viana
2181,O Salnés,Deza,O Salnés
2182,O Salnés,A Barcala,O Salnés
2183,O Salnés,Bergantiños,O Salnés
2184,Viana,Chantada,Viana
2185,Fisterra,Allariz-Maceda,Fisterra
2186,O Salnés,O Sar,O Salnés
2187,O Salnés,Xallas,O Salnés
2188,Fisterra,Valdeorras,Fisterra
2189,O Salnés,Betanzos,O Salnés
2190,Fisterra,Terra De Celanova,Fisterra
2191,Viana,O Carballiño,Viana
2192,O Salnés,Tabeirós-Terra De Montes,O Salnés
2193,A Mariña Oriental,Bergantiños,A Mariña Oriental
2194,Viana,Valdeorras,Viana
2195,O Salnés,Terra De Soneira,O Salnés
2196,O Salnés,Caldas,O Salnés
2197,O Salnés,Chantada,O Salnés
2198,A Mariña Oriental,Caldas,A Mariña Oriental
2199,A Mariña Oriental,Sarria,A Mariña Oriental
2200,A Mariña Oriental,Terra De Soneira,A Mariña Oriental
2201,Viana,Viana,Viana
2202,Viana,A Limia,Viana
2203,O Salnés,Noia,O Salnés
2204,Fisterra,O Ribeiro,Fisterra
2205,Fisterra,A Paradanta,Fisterra
2206,A Mariña Oriental,Xallas,A Mariña Oriental
2207,A Mariña Oriental,Os Ancares,A Mariña Oriental
2208,Viana,Allariz-Maceda,Viana
2209,A Mariña Oriental,O Sar,A Mariña Oriental
2210,A Mariña Oriental,A Fonsagrada,A Mariña Oriental
2211,O Salnés,O Carballiño,O Salnés
2212,Fisterra,Baixa Limia,Fisterra
2213,A Mariña Oriental,Meira,A Mariña Oriental
2214,Viana,Terra De Caldelas,Viana
2215,O Salnés,Muros,O Salnés
2216,A Mariña Oriental,O Salnés,A Mariña Oriental
2217,Fisterra,Pontevedra,Fisterra
2218,Viana,Pontevedra,Viana
2219,Viana,Terra De Lemos,Viana
2220,Viana,Chantada,Viana
2221,O Salnés,Meira,O Salnés
2222,A Mariña Oriental,Meira,A Mariña Oriental
2223,Fisterra,Ourense,Fisterra
2224,Viana,O Ribeiro,Viana
2225,Fisterra,Allariz-Maceda,Fisterra
2226,O Salnés,Xallas,O Salnés
2227,O Salnés,Eume,O Salnés
2228,Fisterra,A Limia,Fisterra
2229,A Mariña Oriental,Quiroga,A Mariña Oriental
2230,Fisterra,O Ribeiro,Fisterra
2231,Fisterra,O Carballiño,Fisterra
2232,O Salnés,Chantada,O Salnés
2233,Fisterra,Tabeirós-Terra De Montes,Fisterra
2234,A Mariña Oriental,A Mariña Oriental,A Mariña Oriental
2235,Viana,A Paradanta,Viana
2236,O Salnés,O Carballiño,O Salnés
2237,Fisterra,Pontevedra,Fisterra
2238,Fisterra,Caldas,Fisterra
2239,Fisterra,O Carballiño,Fisterra
2240,Fisterra,Viana,Fisterra
2241,A Mariña Oriental,Pontevedra,A Mariña Oriental
2242,A Mariña Oriental,Eume,A Mariña Oriental
2243,Viana,A Limia,Viana
2244,Viana,Terra De Trives,Viana
2245,A Mariña Oriental,Caldas,A Mariña Oriental
2246,Fisterra,A Limia,Fisterra
2247,O Salnés,Terra Chá,O Salnés
2248,Fisterra,Pontevedra,Fisterra
2249,A Mariña Oriental,Valdeorras,A Mariña Oriental
2250,A Mariña Oriental,Lugo,A Mariña Oriental
2251,A Mariña Oriental,Terra De Caldelas,A Mariña Oriental
2252,O Salnés,Barbanza,O Salnés
2253,Fisterra,Deza,Fisterra
2254,O Salnés,Lugo,O Salnés
2255,Fisterra,Valdeorras,Fisterra
2256,Viana,Quiroga,Viana
2257,Fisterra,Terra De Caldelas,Fisterra
2258,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2259,Viana,Terra De Caldelas,Viana
2260,Fisterra,Terra De Caldelas,Fisterra
2261,A Mariña Oriental,Terra Chá,A Mariña Oriental
2262,Viana,Sarria,Viana
2263,Viana,Os Ancares,Viana
2264,Viana,Terra De Celanova,Viana
2265,O Salnés,Terra De Lemos,O Salnés
2266,Viana,Terra De Caldelas,Viana
2267,Viana,A Limia,Viana
2268,O Salnés,Terra Chá,O Salnés
2269,A Mariña Oriental,Ordes,A Mariña Oriental
2270,Fisterra,Terra De Celanova,Fisterra
2271,Viana,Valdeorras,Viana
2272,Fisterra,O Salnés,Fisterra
2273,Fisterra,A Paradanta,Fisterra
2274,O Salnés,Sarria,O Salnés
2275,Fisterra,A Limia,Fisterra
2276,A Mariña Oriental,Xallas,A Mariña Oriental
2277,O Salnés,O Sar,O Salnés
2278,Viana,Verín,Viana
2279,Fisterra,O Condado,Fisterra
2280,A Mariña Oriental,Terra Chá,A Mariña Oriental
2281,Viana,Viana,Viana
2282,O Salnés,Xallas,O Salnés
2283,Fisterra,O Baixo Miño,Fisterra
2284,Viana,A Fonsagrada,Viana
2285,Fisterra,Santiago,Fisterra
2286,A Mariña Oriental,Betanzos,A Mariña Oriental
2287,O Salnés,Bergantiños,O Salnés
2288,Viana,Ourense,Viana
2289,A Mariña Oriental,Pontevedra,A Mariña Oriental
2290,Fisterra,Chantada,Fisterra
2291,Viana,Lugo,Viana
2292,Viana,Terra De Lemos,Viana
2293,Fisterra,A Ulloa,Fisterra
2294,Fisterra,Ordes,Fisterra
2295,A Mariña Oriental,Muros,A Mariña Oriental
2296,Fisterra,Lugo,Fisterra
2297,O Salnés,Lugo,O Salnés
2298,A Mariña Oriental,O Sar,A Mariña Oriental
2299,Fisterra,Xallas,Fisterra
2300,Fisterra,Terra De Melide,Fisterra
2301,O Salnés,Santiago,O Salnés
2302,O Salnés,Ordes,O Salnés
2303,O Salnés,A Ulloa,O Salnés
2304,O Salnés,Deza,O Salnés
2305,A Mariña Oriental,Ordes,A Mariña Oriental
2306,Viana,Meira,Viana
2307,Fisterra,Vigo,Fisterra
2308,O Salnés,Tabeirós-Terra De Montes,O Salnés
2309,Viana,Terra De Celanova,Viana
2310,Fisterra,Terra Chá,Fisterra
2311,A Mariña Oriental,Arzúa,A Mariña Oriental
2312,O Salnés,Ordes,O Salnés
2313,Fisterra,Noia,Fisterra
2314,O Salnés,Arzúa,O Salnés
2315,O Salnés,Noia,O Salnés
2316,Viana,Lugo,Viana
2317,O Salnés,Xallas,O Salnés
2318,Viana,Sarria,Viana
2319,O Salnés,Muros,O Salnés
2320,Fisterra,Lugo,Fisterra
2321,Fisterra,A Ulloa,Fisterra
2322,A Mariña Oriental,Ordes,A Mariña Oriental
2323,Fisterra,Deza,Fisterra
2324,A Mariña Oriental,O Salnés,A Mariña Oriental
2325,O Salnés,Betanzos,O Salnés
2326,Fisterra,Terra De Celanova,Fisterra
2327,Fisterra,Santiago,Fisterra
2328,Viana,Terra De Celanova,Viana
2329,Viana,A Mariña Central,Viana
2330,A Mariña Oriental,Meira,A Mariña Oriental
2331,Fisterra,Terra De Celanova,Fisterra
2332,A Mariña Oriental,Bergantiños,A Mariña Oriental
2333,O Salnés,Fisterra,O Salnés
2334,Viana,Chantada,Viana
2335,Viana,A Limia,Viana
2336,A Mariña Oriental,Xallas,A Mariña Oriental
2337,Fisterra,Betanzos,Fisterra
2338,A Mariña Oriental,Noia,A Mariña Oriental
2339,Viana,Meira,Viana
2340,Fisterra,Chantada,Fisterra
2341,Viana,A Mariña Oriental,Viana
2342,Viana,A Mariña Occidental,Viana
2343,A Mariña Oriental,Arzúa,A Mariña Oriental
2344,O Salnés,Xallas,O Salnés
2345,O Salnés,Pontevedra,O Salnés
2346,O Salnés,Caldas,O Salnés
2347,O Salnés,O Carballiño,O Salnés
2348,Viana,Terra De Celanova,Viana
2349,O Salnés,Betanzos,O Salnés
2350,Viana,Chantada,Viana
2351,O Salnés,Deza,O Salnés
2352,Fisterra,Arzúa,Fisterra
2353,O Salnés,Noia,O Salnés
2354,Fisterra,A Mariña Occidental,Fisterra
2355,Fisterra,Meira,Fisterra
2356,O Salnés,O Morrazo,O Salnés
2357,Fisterra,Terra De Celanova,Fisterra
2358,Fisterra,Deza,Fisterra
2359,Viana,Meira,Viana
2360,Fisterra,Tabeirós-Terra De Montes,Fisterra
2361,Viana,Lugo,Viana
2362,A Mariña Oriental,Fisterra,A Mariña Oriental
2363,Viana,Deza,Viana
2364,A Mariña Oriental,Santiago,A Mariña Oriental
2365,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2366,Viana,A Mariña Occidental,Viana
2367,Viana,A Ulloa,Viana
2368,Fisterra,Ourense,Fisterra
2369,A Mariña Oriental,Betanzos,A Mariña Oriental
2370,Fisterra,Pontevedra,Fisterra
2371,Viana,Ortegal,Viana
2372,O Salnés,Santiago,O Salnés
2373,Viana,Terra Chá,Viana
2374,A Mariña Oriental,Xallas,A Mariña Oriental
2375,O Salnés,Fisterra,O Salnés
2376,Fisterra,A Limia,Fisterra
2377,O Salnés,O Ribeiro,O Salnés
2378,Fisterra,Terra De Caldelas,Fisterra
2379,A Mariña Oriental,A Coruña,A Mariña Oriental
2380,Viana,Terra De Caldelas,Viana
2381,O Salnés,Xallas,O Salnés
2382,A Mariña Oriental,Arzúa,A Mariña Oriental
2383,Viana,O Carballiño,Viana
2384,A Mariña Oriental,Fisterra,A Mariña Oriental
2385,Fisterra,Tabeirós-Terra De Montes,Fisterra
2386,Fisterra,O Carballiño,Fisterra
2387,Viana,Eume,Viana
2388,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2389,Viana,Terra De Melide,Viana
2390,O Salnés,Tabeirós-Terra De Montes,O Salnés
2391,O Salnés,O Sar,O Salnés
2392,Fisterra,Verín,Fisterra
2393,O Salnés,Arzúa,O Salnés
2394,Fisterra,Viana,Fisterra
2395,Viana,Viana,Viana
2396,Viana,Arzúa,Viana
2397,Viana,Santiago,Viana
2398,O Salnés,Santiago,O Salnés
2399,Fisterra,O Ribeiro,Fisterra
2400,A Mariña Oriental,Terra Chá,A Mariña Oriental
2401,Viana,Ourense,Viana
2402,Fisterra,Ourense,Fisterra
2403,Fisterra,Deza,Fisterra
2404,Viana,Ferrol,Viana
2405,Viana,A Limia,Viana
2406,O Salnés,Pontevedra,O Salnés
2407,Fisterra,Chantada,Fisterra
2408,Viana,Terra Chá,Viana
2409,O Salnés,O Salnés,O Salnés
2410,Viana,Deza,Viana
2411,Fisterra,A Limia,Fisterra
2412,Fisterra,Lugo,Fisterra
2413,O Salnés,Deza,O Salnés
2414,O Salnés,Arzúa,O Salnés
2415,A Mariña Oriental,Muros,A Mariña Oriental
2416,O Salnés,O Carballiño,O Salnés
2417,A Mariña Oriental,Xallas,A Mariña Oriental
2418,Viana,Chantada,Viana
2419,Fisterra,Pontevedra,Fisterra
2420,O Salnés,Ordes,O Salnés
2421,Viana,Lugo,Viana
2422,Fisterra,Tabeirós-Terra De Montes,Fisterra
2423,A Mariña Oriental,Ordes,A Mariña Oriental
2424,Fisterra,O Carballiño,Fisterra
2425,Fisterra,Caldas,Fisterra
2426,O Salnés,Caldas,O Salnés
2427,Viana,Ourense,Viana
2428,A Mariña Oriental,Eume,A Mariña Oriental
2429,Fisterra,Ourense,Fisterra
2430,A Mariña Oriental,Noia,A Mariña Oriental
2431,O Salnés,Pontevedra,O Salnés
2432,A Mariña Oriental,Santiago,A Mariña Oriental
2433,O Salnés,Santiago,O Salnés
2434,Fisterra,Terra De Caldelas,Fisterra
2435,O Salnés,O Carballiño,O Salnés
2436,Fisterra,Terra De Lemos,Fisterra
2437,Fisterra,Terra De Trives,Fisterra
2438,O Salnés,Noia,O Salnés
2439,Fisterra,O Carballiño,Fisterra
2440,Viana,Terra De Lemos,Viana
2441,O Salnés,Ordes,O Salnés
2442,Viana,Eume,Viana
2443,Fisterra,O Sar,Fisterra
2444,Fisterra,Pontevedra,Fisterra
2445,Viana,Terra De Trives,Viana
2446,Fisterra,Barbanza,Fisterra
2447,Viana,Terra De Caldelas,Viana
2448,Viana,Ourense,Viana
2449,Fisterra,Caldas,Fisterra
2450,Viana,Deza,Viana
2451,Viana,Verín,Viana
2452,A Mariña Oriental,A Barcala,A Mariña Oriental
2453,O Salnés,A Barcala,O Salnés
2454,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2455,Fisterra,O Morrazo,Fisterra
2456,A Mariña Oriental,Ordes,A Mariña Oriental
2457,A Mariña Oriental,Santiago,A Mariña Oriental
2458,Fisterra,Noia,Fisterra
2459,O Salnés,Deza,O Salnés
2460,Viana,Betanzos,Viana
2461,Fisterra,A Barcala,Fisterra
2462,Viana,Deza,Viana
2463,A Mariña Oriental,A Barcala,A Mariña Oriental
2464,Viana,O Carballiño,Viana
2465,A Mariña Oriental,Betanzos,A Mariña Oriental
2466,Viana,Terra De Melide,Viana
2467,O Salnés,Pontevedra,O Salnés
2468,Viana,Arzúa,Viana
2469,Viana,Santiago,Viana
2470,A Mariña Oriental,Santiago,A Mariña Oriental
2471,Fisterra,Ourense,Fisterra
2472,O Salnés,Caldas,O Salnés
2473,Fisterra,O Carballiño,Fisterra
2474,O Salnés,O Morrazo,O Salnés
2475,A Mariña Oriental,Eume,A Mariña Oriental
2476,A Mariña Oriental,Noia,A Mariña Oriental
2477,Fisterra,Chantada,Fisterra
2478,Fisterra,Caldas,Fisterra
2479,O Salnés,Caldas,O Salnés
2480,Viana,Betanzos,Viana
2481,A Mariña Oriental,Betanzos,A Mariña Oriental
2482,A Mariña Oriental,Arzúa,A Mariña Oriental
2483,A Mariña Oriental,Barbanza,A Mariña Oriental
2484,O Salnés,Barbanza,O Salnés
2485,A Mariña Oriental,Deza,A Mariña Oriental
2486,Viana,Ourense,Viana
2487,A Mariña Oriental,Ortegal,A Mariña Oriental
2488,Fisterra,Pontevedra,Fisterra
2489,Viana,O Ribeiro,Viana
2490,Fisterra,Deza,Fisterra
2491,Viana,Deza,Viana
2492,A Mariña Oriental,Terra Chá,A Mariña Oriental
2493,Viana,Chantada,Viana
2494,Viana,A Limia,Viana
2495,Viana,Tabeirós-Terra De Montes,Viana
2496,Fisterra,A Limia,Fisterra
2497,Fisterra,O Salnés,Fisterra
2498,O Salnés,Tabeirós-Terra De Montes,O Salnés
2499,O Salnés,O Sar,O Salnés
2500,O Salnés,O Salnés,O Salnés
2501,O Salnés,Pontevedra,O Salnés
2502,O Salnés,O Carballiño,O Salnés
2503,A Mariña Oriental,O Sar,A Mariña Oriental
2504,Viana,Ortegal,Viana
2505,O Salnés,Vigo,O Salnés
2506,Fisterra,Terra De Caldelas,Fisterra
2507,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2508,A Mariña Oriental,Deza,A Mariña Oriental
2509,Viana,O Carballiño,Viana
2510,Viana,A Limia,Viana
2511,Viana,Terra De Caldelas,Viana
2512,O Salnés,O Condado,O Salnés
2513,O Salnés,O Carballiño,O Salnés
2514,A Mariña Oriental,Ferrol,A Mariña Oriental
2515,O Salnés,Chantada,O Salnés
2516,Fisterra,O Ribeiro,Fisterra
2517,Viana,Terra Chá,Viana
2518,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2519,O Salnés,A Paradanta,O Salnés
2520,Fisterra,Vigo,Fisterra
2521,A Mariña Oriental,Barbanza,A Mariña Oriental
2522,Viana,Terra De Melide,Viana
2523,Fisterra,Terra De Caldelas,Fisterra
2524,O Salnés,A Ulloa,O Salnés
2525,Fisterra,Terra De Trives,Fisterra
2526,A Mariña Oriental,Ortegal,A Mariña Oriental
2527,Viana,Terra De Celanova,Viana
2528,Fisterra,O Carballiño,Fisterra
2529,Fisterra,Quiroga,Fisterra
2530,Viana,Baixa Limia,Viana
2531,A Mariña Oriental,O Carballiño,A Mariña Oriental
2532,Fisterra,A Limia,Fisterra
2533,Fisterra,Pontevedra,Fisterra
2534,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2535,Fisterra,Terra De Lemos,Fisterra
2536,O Salnés,Vigo,O Salnés
2537,A Mariña Oriental,Chantada,A Mariña Oriental
2538,Viana,Ortegal,Viana
2539,Fisterra,Chantada,Fisterra
2540,O Salnés,O Baixo Miño,O Salnés
2541,A Mariña Oriental,Lugo,A Mariña Oriental
2542,A Mariña Oriental,A Ulloa,A Mariña Oriental
2543,Viana,Ferrol,Viana
2544,A Mariña Oriental,Caldas,A Mariña Oriental
2545,Fisterra,Sarria,Fisterra
2546,Viana,Terra De Caldelas,Viana
2547,O Salnés,Pontevedra,O Salnés
2548,A Mariña Oriental,Pontevedra,A Mariña Oriental
2549,A Mariña Oriental,A Fonsagrada,A Mariña Oriental
2550,A Mariña Oriental,O Salnés,A Mariña Oriental
2551,Fisterra,Terra De Celanova,Fisterra
2552,Viana,Terra De Celanova,Viana
2553,Fisterra,Ourense,Fisterra
2554,Viana,Terra De Trives,Viana
2555,Viana,Quiroga,Viana
2556,O Salnés,Terra De Celanova,O Salnés
2557,O Salnés,O Ribeiro,O Salnés
2558,A Mariña Oriental,Sarria,A Mariña Oriental
2559,A Mariña Oriental,A Mariña Oriental,A Mariña Oriental
2560,Fisterra,Quiroga,Fisterra
2561,Fisterra,Terra De Caldelas,Fisterra
2562,Viana,A Fonsagrada,Viana
2563,O Salnés,Pontevedra,O Salnés
2564,Fisterra,O Carballiño,Fisterra
2565,O Salnés,Ourense,O Salnés
2566,Viana,Terra De Celanova,Viana
2567,Fisterra,Sarria,Fisterra
2568,O Salnés,Caldas,O Salnés
2569,Fisterra,Ourense,Fisterra
2570,Fisterra,Lugo,Fisterra
2571,Fisterra,A Ulloa,Fisterra
2572,Fisterra,Tabeirós-Terra De Montes,Fisterra
2573,Viana,Quiroga,Viana
2574,Fisterra,Verín,Fisterra
2575,Viana,Terra De Lemos,Viana
2576,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2577,Viana,Eume,Viana
2578,A Mariña Oriental,Terra Chá,A Mariña Oriental
2579,O Salnés,Terra De Celanova,O Salnés
2580,Viana,A Mariña Oriental,Viana
2581,Viana,Betanzos,Viana
2582,Fisterra,Quiroga,Fisterra
2583,O Salnés,O Salnés,O Salnés
2584,Viana,A Coruña,Viana
2585,O Salnés,Ourense,O Salnés
2586,Viana,Sarria,Viana
2587,A Mariña Oriental,Betanzos,A Mariña Oriental
2588,Fisterra,Tabeirós-Terra De Montes,Fisterra
2589,Viana,Terra De Celanova,Viana
2590,A Mariña Oriental,A Coruña,A Mariña Oriental
2591,Viana,Lugo,Viana
2592,Fisterra,Pontevedra,Fisterra
2593,Fisterra,Caldas,Fisterra
2594,O Salnés,Caldas,O Salnés
2595,A Mariña Oriental,O Carballiño,A Mariña Oriental
2596,O Salnés,Allariz-Maceda,O Salnés
2597,Fisterra,O Salnés,Fisterra
2598,Viana,Quiroga,Viana
2599,Fisterra,Viana,Fisterra
2600,O Salnés,Terra De Celanova,O Salnés
2601,A Mariña Oriental,Eume,A Mariña Oriental
2602,O Salnés,Terra De Caldelas,O Salnés
2603,Viana,Eume,Viana
2604,Viana,Chantada,Viana
2605,A Mariña Oriental,Eume,A Mariña Oriental
2606,Fisterra,Allariz-Maceda,Fisterra
2607,O Salnés,O Carballiño,O Salnés
2608,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2609,O Salnés,Pontevedra,O Salnés
2610,O Salnés,Terra De Lemos,O Salnés
2611,Fisterra,Deza,Fisterra
2612,Fisterra,Baixa Limia,Fisterra
2613,O Salnés,O Salnés,O Salnés
2614,O Salnés,Allariz-Maceda,O Salnés
2615,O Salnés,A Limia,O Salnés
2616,Viana,Viana,Viana
2617,Fisterra,Viana,Fisterra
2618,A Mariña Oriental,Ortegal,A Mariña Oriental
2619,Viana,Terra Chá,Viana
2620,Fisterra,Terra De Melide,Fisterra
2621,Fisterra,Chantada,Fisterra
2622,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2623,Viana,Eume,Viana
2624,Viana,Viana,Viana
2625,O Salnés,Quiroga,O Salnés
2626,A Mariña Oriental,Caldas,A Mariña Oriental
2627,A Mariña Oriental,Deza,A Mariña Oriental
2628,A Mariña Oriental,Pontevedra,A Mariña Oriental
